net,length_um
_33094_,16.82
_36648_,16.82
matrix_top.buffer_gen\[1\].buffer.buffer\[31\],16.82
matrix_top.results\[405\],16.82
_01043_,16.8
_06792_,16.8
_10149_,16.8
_11023_,16.8
_13328_,16.8
_20054_,16.8
_20794_,16.8
_22473_,16.8
_22713_,16.8
_25502_,16.8
_26994_,16.8
_30662_,16.8
_34481_,16.8
_04787_,16.78
_05437_,16.78
_10982_,16.78
_12083_,16.78
_12441_,16.78
_12537_,16.78
_12851_,16.78
_14930_,16.78
_15878_,16.78
_19085_,16.78
_19257_,16.78
_22492_,16.78
_23131_,16.78
_27935_,16.78
_32557_,16.78
_36472_,16.78
matrix_top.sys_arr.row\[31\]\[4\],16.78
_28661_,16.77
_02375_,16.765
_08493_,16.76
_09477_,16.76
_10230_,16.76
_11721_,16.76
_13666_,16.76
_14069_,16.76
_17306_,16.76
_21520_,16.76
_22399_,16.76
_25309_,16.76
_26189_,16.76
_29419_,16.76
_29683_,16.76
_32018_,16.76
_33422_,16.76
_33465_,16.75
_09208_,16.745
_10186_,16.745
_28474_,16.745
_33549_,16.745
_06619_,16.74
_07254_,16.74
_10384_,16.74
_11656_,16.74
_12828_,16.74
_13130_,16.74
_16272_,16.74
_19841_,16.74
_20965_,16.74
_21509_,16.74
_22611_,16.74
_26597_,16.74
_27196_,16.74
matrix_top.results\[1073\],16.74
_17208_,16.735
_22718_,16.73
_20253_,16.725
_09530_,16.72
_09538_,16.72
_10061_,16.72
_10512_,16.72
_18698_,16.72
_19063_,16.72
_19608_,16.72
_20591_,16.72
_25767_,16.72
_27182_,16.72
_27809_,16.72
_29661_,16.72
_32579_,16.72
_36294_,16.72
_08578_,16.715
_22812_,16.71
_32720_,16.71
_05945_,16.7
_09102_,16.7
_09204_,16.7
_09480_,16.7
_10253_,16.7
_12015_,16.7
_15797_,16.7
_16677_,16.7
_17281_,16.7
_17648_,16.7
_17717_,16.7
_17905_,16.7
_19172_,16.7
_19290_,16.7
_19428_,16.7
_25958_,16.7
_26224_,16.7
_27407_,16.7
_28470_,16.7
_29795_,16.7
_35559_,16.7
_09799_,16.68
_10535_,16.68
_10989_,16.68
_13325_,16.68
_14052_,16.68
_14890_,16.68
_15882_,16.68
_15929_,16.68
_15992_,16.68
_19636_,16.68
_20322_,16.68
_21089_,16.68
_21176_,16.68
_21473_,16.68
_21844_,16.68
_22740_,16.68
_24478_,16.68
_25327_,16.68
_26268_,16.68
_28209_,16.68
_29785_,16.68
_33232_,16.68
_36649_,16.68
matrix_top.results\[1688\],16.68
_26754_,16.675
_06957_,16.66
_11496_,16.66
_12158_,16.66
_14452_,16.66
_15905_,16.66
_18622_,16.66
_22900_,16.66
_24569_,16.66
_25813_,16.66
_25822_,16.66
_33026_,16.66
_08131_,16.655
_25351_,16.655
_32023_,16.655
_26245_,16.65
_05876_,16.64
_06474_,16.64
_06591_,16.64
_06942_,16.64
_16712_,16.64
_34243_,16.64
_34452_,16.64
_09135_,16.625
_05663_,16.62
_05832_,16.62
_08787_,16.62
_15407_,16.62
_17118_,16.62
_19747_,16.62
_20706_,16.62
_21959_,16.62
_26806_,16.62
_28183_,16.62
_31186_,16.62
_31886_,16.62
_32778_,16.62
_34495_,16.62
matrix_top.sys_arr.col\[52\]\[6\],16.62
_16409_,16.61
_33455_,16.61
_04858_,16.6
_06090_,16.6
_11242_,16.6
_11303_,16.6
_13569_,16.6
_14335_,16.6
_15985_,16.6
_16852_,16.6
_17817_,16.6
_20824_,16.6
_28384_,16.6
_28658_,16.6
_31642_,16.6
_31787_,16.6
_33542_,16.6
_33775_,16.6
_36747_,16.6
matrix_top.results\[2045\],16.6
matrix_top.results\[285\],16.6
_23873_,16.595
_29322_,16.59
net119,16.59
_06679_,16.58
_19049_,16.58
_20364_,16.58
_21605_,16.58
_24229_,16.58
_27393_,16.58
_27681_,16.58
_30198_,16.58
_32562_,16.58
_32741_,16.58
_33997_,16.58
matrix_top.results\[1151\],16.58
matrix_top.results\[560\],16.58
_33293_,16.57
_08691_,16.56
_09634_,16.56
_13099_,16.56
_14368_,16.56
_18175_,16.56
_18267_,16.56
_18354_,16.56
_22957_,16.56
_23489_,16.56
_28778_,16.56
_31287_,16.56
_32125_,16.56
_36554_,16.56
matrix_top.sys_arr.col\[49\]\[1\],16.56
_04194_,16.54
_06393_,16.54
_08225_,16.54
_11433_,16.54
_11525_,16.54
_13076_,16.54
_14650_,16.54
_16549_,16.54
_17059_,16.54
_30751_,16.54
_31121_,16.54
_32952_,16.54
_33034_,16.54
_33890_,16.54
_36999_,16.54
matrix_top.results\[1\],16.54
matrix_top.results\[243\],16.54
matrix_top.results\[310\],16.54
_12076_,16.525
_04294_,16.52
_05024_,16.52
_05864_,16.52
_06398_,16.52
_10577_,16.52
_11125_,16.52
_12123_,16.52
_18658_,16.52
_19424_,16.52
_19562_,16.52
_22276_,16.52
_22277_,16.52
_24908_,16.52
_25370_,16.52
_26022_,16.52
_27329_,16.52
_28895_,16.52
_30695_,16.52
_32248_,16.52
_29618_,16.51
_04514_,16.5
_07820_,16.5
_11557_,16.5
_17318_,16.5
_17453_,16.5
_19877_,16.5
_21060_,16.5
_21132_,16.5
_24174_,16.5
_29803_,16.5
_32933_,16.5
matrix_top.buffer_gen\[3\].buffer.buffer\[13\],16.5
matrix_top.results\[693\],16.5
_19180_,16.49
_25363_,16.49
_12480_,16.485
_05608_,16.48
_05706_,16.48
_05759_,16.48
_08210_,16.48
_09745_,16.48
_10696_,16.48
_13165_,16.48
_13862_,16.48
_13936_,16.48
_13943_,16.48
_15292_,16.48
_17126_,16.48
_18655_,16.48
_19623_,16.48
_19818_,16.48
_20299_,16.48
_20384_,16.48
_21460_,16.48
_23055_,16.48
_24824_,16.48
_25299_,16.48
_27082_,16.48
_28072_,16.48
_28487_,16.48
_28949_,16.48
_31716_,16.48
_33435_,16.48
_10445_,16.47
_11078_,16.47
_19377_,16.46
_19402_,16.46
_20544_,16.46
_29380_,16.46
_29654_,16.46
_29871_,16.46
_34094_,16.46
_34580_,16.46
matrix_top.results\[816\],16.46
_10977_,16.455
_22658_,16.45
_28954_,16.45
_30268_,16.45
_06756_,16.44
_07554_,16.44
_08079_,16.44
_08085_,16.44
_10516_,16.44
_11045_,16.44
_13077_,16.44
_13118_,16.44
_13615_,16.44
_15240_,16.44
_15269_,16.44
_16288_,16.44
_16749_,16.44
_23471_,16.44
_24476_,16.44
_25137_,16.44
_27207_,16.44
_29740_,16.44
_31064_,16.44
_31998_,16.44
_32334_,16.44
_32528_,16.44
_36425_,16.44
matrix_top.results\[1243\],16.44
_05886_,16.425
_25905_,16.425
_11342_,16.42
_12687_,16.42
_13213_,16.42
_13454_,16.42
_15736_,16.42
_21980_,16.42
_26031_,16.42
_27304_,16.42
_27827_,16.42
_27993_,16.42
_34627_,16.42
net15,16.42
_23710_,16.415
_27381_,16.41
_07309_,16.4
_07469_,16.4
_10926_,16.4
_11117_,16.4
_11481_,16.4
_13598_,16.4
_13701_,16.4
_16699_,16.4
_17270_,16.4
_18383_,16.4
_18927_,16.4
_23208_,16.4
_24008_,16.4
_28938_,16.4
_31382_,16.4
_31838_,16.4
_34060_,16.4
matrix_top.results\[567\],16.4
matrix_top.sys_arr.col\[62\]\[1\],16.4
_12051_,16.385
_07197_,16.38
_11547_,16.38
_12358_,16.38
_17755_,16.38
_18835_,16.38
_21725_,16.38
_21953_,16.38
_22002_,16.38
_22743_,16.38
_23496_,16.38
_23925_,16.38
_25610_,16.38
_29328_,16.38
_30289_,16.38
_31223_,16.38
_31619_,16.38
_32593_,16.38
_36920_,16.38
matrix_top.results\[2017\],16.38
_26702_,16.375
_04720_,16.36
_06178_,16.36
_08078_,16.36
_11105_,16.36
_13635_,16.36
_14900_,16.36
_17426_,16.36
_17887_,16.36
_18777_,16.36
_19773_,16.36
_20162_,16.36
_22981_,16.36
_24099_,16.36
_24113_,16.36
_24361_,16.36
_24406_,16.36
_24947_,16.36
_27280_,16.36
_27961_,16.36
_30824_,16.36
_31099_,16.36
_32516_,16.36
_32619_,16.36
_32856_,16.36
_33507_,16.36
matrix_top.results\[830\],16.36
_06689_,16.35
_24150_,16.35
_02138_,16.345
_08793_,16.34
_09429_,16.34
_15303_,16.34
_15942_,16.34
_21724_,16.34
_22628_,16.34
_26021_,16.34
_26338_,16.34
_29479_,16.34
_29779_,16.34
_09493_,16.33
_30762_,16.33
_19059_,16.325
_04905_,16.32
_06560_,16.32
_06841_,16.32
_07827_,16.32
_11420_,16.32
_13490_,16.32
_14649_,16.32
_16098_,16.32
_16454_,16.32
_16899_,16.32
_18765_,16.32
_23581_,16.32
_24642_,16.32
_25689_,16.32
_25770_,16.32
_26557_,16.32
_28546_,16.32
_28711_,16.32
_31990_,16.32
_34043_,16.32
_34247_,16.32
_35823_,16.32
_08249_,16.315
_10541_,16.31
_24095_,16.31
_05869_,16.3
_06881_,16.3
_07437_,16.3
_07757_,16.3
_10942_,16.3
_12118_,16.3
_15697_,16.3
_16324_,16.3
_21283_,16.3
_22199_,16.3
_23004_,16.3
_25623_,16.3
_30518_,16.3
_32335_,16.3
_33082_,16.3
_35232_,16.3
_37175_,16.3
matrix_top.results\[1683\],16.3
_26372_,16.295
_36254_,16.295
_04246_,16.28
_07691_,16.28
_11924_,16.28
_11943_,16.28
_11983_,16.28
_12196_,16.28
_16745_,16.28
_26437_,16.28
_26471_,16.28
_26857_,16.275
_24544_,16.27
_04403_,16.26
_04482_,16.26
_06641_,16.26
_10548_,16.26
_11163_,16.26
_22287_,16.26
_23509_,16.26
_26281_,16.26
_27115_,16.26
_27464_,16.26
_28263_,16.26
_31112_,16.26
_31113_,16.26
_31173_,16.26
_33170_,16.26
_33219_,16.26
_33629_,16.26
_34061_,16.26
_34618_,16.26
matrix_top.results\[1401\],16.26
_10151_,16.24
_12517_,16.24
_13966_,16.24
_16870_,16.24
_18457_,16.24
_18902_,16.24
_21305_,16.24
_21538_,16.24
_21954_,16.24
_22918_,16.24
_25121_,16.24
_28433_,16.24
_30134_,16.24
_31811_,16.24
_32283_,16.24
_35933_,16.24
_01660_,16.225
_02202_,16.225
_04766_,16.22
_08233_,16.22
_12322_,16.22
_13622_,16.22
_14020_,16.22
_14409_,16.22
_16002_,16.22
_16853_,16.22
_17953_,16.22
_18362_,16.22
_20445_,16.22
_21812_,16.22
matrix_top.buffer_gen\[1\].buffer.buffer\[0\],16.22
_11620_,16.215
_21059_,16.215
_01791_,16.205
_05922_,16.2
_09522_,16.2
_10437_,16.2
_11066_,16.2
_12186_,16.2
_16915_,16.2
_23214_,16.2
_26400_,16.2
_26817_,16.2
_27468_,16.2
_28769_,16.2
_31177_,16.2
_33427_,16.2
_34044_,16.2
_35599_,16.2
_36429_,16.2
matrix_top.results\[1824\],16.2
matrix_top.sys_arr.row\[34\]\[4\],16.2
net148,16.2
_22151_,16.19
_07087_,16.185
_05224_,16.18
_05904_,16.18
_08299_,16.18
_09080_,16.18
_10196_,16.18
_10553_,16.18
_11176_,16.18
_13668_,16.18
_14199_,16.18
_15054_,16.18
_17387_,16.18
_17832_,16.18
_17871_,16.18
_18307_,16.18
_20496_,16.18
_20649_,16.18
_23686_,16.18
_25030_,16.18
_25923_,16.18
_27870_,16.18
_30626_,16.18
_31198_,16.18
_31714_,16.18
_32801_,16.18
_34641_,16.18
_36674_,16.18
matrix_top.buffer_gen\[0\].buffer.buffer\[5\],16.18
_24131_,16.17
_22115_,16.165
_04178_,16.16
_07405_,16.16
_07657_,16.16
_08696_,16.16
_11012_,16.16
_13790_,16.16
_17916_,16.16
_18397_,16.16
_22490_,16.16
_22953_,16.16
_28649_,16.16
_28665_,16.16
_29349_,16.16
_32785_,16.16
_21267_,16.15
_00921_,16.14
_05211_,16.14
_09030_,16.14
_11536_,16.14
_12137_,16.14
_14766_,16.14
_18368_,16.14
_21023_,16.14
_23149_,16.14
_24400_,16.14
_25034_,16.14
_25204_,16.14
_25482_,16.14
_25746_,16.14
_29714_,16.14
_31923_,16.14
_33981_,16.14
matrix_top.results\[664\],16.14
_09684_,16.13
_08580_,16.12
_10092_,16.12
_14940_,16.12
_20048_,16.12
_24972_,16.12
_25471_,16.12
_26234_,16.12
_28998_,16.12
_29981_,16.12
_31233_,16.12
_31295_,16.12
_31551_,16.12
_32327_,16.12
_33110_,16.12
_34015_,16.12
matrix_top.results\[723\],16.12
_04407_,16.11
_11958_,16.11
_18183_,16.11
_18228_,16.11
_26711_,16.11
_28894_,16.11
_06189_,16.1
_06476_,16.1
_08228_,16.1
_09061_,16.1
_09321_,16.1
_10056_,16.1
_12111_,16.1
_12676_,16.1
_13866_,16.1
_15248_,16.1
_15397_,16.1
_21705_,16.1
_23948_,16.1
_26089_,16.1
_28057_,16.1
_28677_,16.1
_32730_,16.1
_33500_,16.1
_34065_,16.1
_34702_,16.1
_36854_,16.1
matrix_top.results\[1375\],16.1
_23879_,16.095
_26380_,16.095
_08665_,16.08
_13315_,16.08
_15896_,16.08
_17251_,16.08
_20250_,16.08
_21307_,16.08
_22209_,16.08
_26255_,16.08
_31781_,16.08
_33075_,16.08
_26229_,16.075
_10291_,16.07
_21635_,16.065
_04289_,16.06
_04910_,16.06
_05740_,16.06
_06430_,16.06
_06464_,16.06
_08187_,16.06
_14315_,16.06
_17405_,16.06
_21967_,16.06
_24550_,16.06
_27471_,16.06
_28221_,16.06
_28461_,16.06
_29430_,16.06
_31885_,16.06
_33426_,16.06
_34208_,16.06
_35731_,16.06
_05829_,16.05
_12967_,16.05
_04921_,16.04
_10188_,16.04
_10933_,16.04
_11109_,16.04
_11229_,16.04
_12504_,16.04
_13874_,16.04
_14856_,16.04
_19617_,16.04
_20062_,16.04
_26057_,16.04
_28254_,16.04
_32470_,16.04
_32711_,16.04
_08521_,16.03
_30794_,16.03
_08092_,16.025
_04427_,16.02
_04478_,16.02
_05312_,16.02
_05680_,16.02
_06597_,16.02
_09800_,16.02
_10528_,16.02
_15281_,16.02
_15764_,16.02
_18325_,16.02
_18681_,16.02
_21691_,16.02
_22748_,16.02
_23540_,16.02
_23677_,16.02
_24200_,16.02
_25442_,16.02
_26717_,16.02
_30274_,16.02
_30823_,16.02
_32536_,16.02
_34014_,16.02
matrix_top.results\[512\],16.02
_08367_,16.01
_20587_,16.01
_26771_,16.01
_04726_,16
_04805_,16
_06008_,16
_07108_,16
_13826_,16
_16213_,16
_16218_,16
_17849_,16
_18221_,16
_18359_,16
_19683_,16
_21447_,16
_31534_,16
_32481_,16
_32934_,16
matrix_top.buffer_gen\[1\].buffer.buffer\[20\],16
_15296_,15.99
_35557_,15.985
_04732_,15.98
_05831_,15.98
_06596_,15.98
_07666_,15.98
_10719_,15.98
_11031_,15.98
_15385_,15.98
_16770_,15.98
_19950_,15.98
_24838_,15.98
_26430_,15.98
_32932_,15.98
_33139_,15.98
_34650_,15.98
_34688_,15.98
_29152_,15.975
_25305_,15.97
_32948_,15.97
_16345_,15.96
_21101_,15.96
_23365_,15.96
_24897_,15.96
_26336_,15.96
_18238_,15.955
_06613_,15.95
_09145_,15.95
_16874_,15.95
_05271_,15.94
_09736_,15.94
_09807_,15.94
_11156_,15.94
_11213_,15.94
_18278_,15.94
_18577_,15.94
_22508_,15.94
_24591_,15.94
_25376_,15.94
_27659_,15.94
_28864_,15.94
_29211_,15.94
_29300_,15.94
_29911_,15.94
_31864_,15.94
_34927_,15.94
_36799_,15.94
_10432_,15.935
_26729_,15.93
_04324_,15.925
_05358_,15.92
_08516_,15.92
_13474_,15.92
_14635_,15.92
_16415_,15.92
_20645_,15.92
_23909_,15.92
_24030_,15.92
_27710_,15.92
_27737_,15.92
_30224_,15.92
_30755_,15.92
_31649_,15.92
_36695_,15.92
_13046_,15.915
_04822_,15.91
_12442_,15.91
_04938_,15.9
_05061_,15.9
_05811_,15.9
_09237_,15.9
_10271_,15.9
_10620_,15.9
_11870_,15.9
_13311_,15.9
_13530_,15.9
_17007_,15.9
_21047_,15.9
_23347_,15.9
_24097_,15.9
_24876_,15.9
_25816_,15.9
_25995_,15.9
_28751_,15.9
_30204_,15.9
_32148_,15.9
_36377_,15.9
_23257_,15.895
_16987_,15.89
_29013_,15.89
_09491_,15.88
_11298_,15.88
_16790_,15.88
_18412_,15.88
_21088_,15.88
_31808_,15.88
_34426_,15.88
matrix_top.results\[1662\],15.88
_26746_,15.87
_27295_,15.865
_04481_,15.86
_06299_,15.86
_06712_,15.86
_10018_,15.86
_13031_,15.86
_14469_,15.86
_15314_,15.86
_15841_,15.86
_16384_,15.86
_18065_,15.86
_18187_,15.86
_20793_,15.86
_22772_,15.86
_23957_,15.86
_24517_,15.86
_27950_,15.86
_29371_,15.86
_31739_,15.86
_33227_,15.86
_35457_,15.86
matrix_top.results\[1555\],15.86
matrix_top.results\[564\],15.86
_06167_,15.85
_27792_,15.845
_08639_,15.84
_10566_,15.84
_10912_,15.84
_11584_,15.84
_16598_,15.84
_17702_,15.84
_21630_,15.84
_22651_,15.84
_30678_,15.84
matrix_top.results\[349\],15.84
matrix_top.results\[628\],15.84
_04465_,15.83
net116,15.83
_04399_,15.82
_07358_,15.82
_08267_,15.82
_09227_,15.82
_11177_,15.82
_16537_,15.82
_19134_,15.82
_22662_,15.82
_26304_,15.82
_26427_,15.82
_27815_,15.82
_30701_,15.82
_33438_,15.82
matrix_top.results\[1374\],15.82
_11377_,15.81
_17045_,15.81
_04298_,15.8
_06718_,15.8
_09985_,15.8
_12100_,15.8
_14022_,15.8
_15295_,15.8
_16301_,15.8
_16849_,15.8
_17650_,15.8
_20554_,15.8
_20799_,15.8
_21645_,15.8
_23049_,15.8
_23062_,15.8
_27228_,15.8
_27282_,15.8
_27469_,15.8
_30094_,15.8
_30682_,15.8
matrix_top.results\[885\],15.8
matrix_top.results\[891\],15.8
_06232_,15.79
_31229_,15.79
_13875_,15.785
_04940_,15.78
_05705_,15.78
_06133_,15.78
_08207_,15.78
_13025_,15.78
_15839_,15.78
_17636_,15.78
_17666_,15.78
_18672_,15.78
_21181_,15.78
_22442_,15.78
_23706_,15.78
_26079_,15.78
_28324_,15.78
_28540_,15.78
_29817_,15.78
_30298_,15.78
_30534_,15.78
_31138_,15.78
_31490_,15.78
_32652_,15.78
_32994_,15.78
matrix_top.results\[56\],15.78
_12329_,15.775
_10127_,15.77
_08057_,15.76
_08712_,15.76
_11892_,15.76
_12825_,15.76
_12865_,15.76
_14794_,15.76
_14820_,15.76
_15893_,15.76
_17119_,15.76
_17562_,15.76
_22239_,15.76
_22262_,15.76
_23662_,15.76
_23892_,15.76
_23984_,15.76
_25480_,15.76
_30189_,15.76
_33728_,15.76
_34448_,15.76
_36476_,15.76
_36675_,15.76
matrix_top.results\[1400\],15.76
matrix_top.results\[88\],15.76
_16062_,15.75
_32068_,15.75
_30090_,15.745
_02702_,15.74
_12183_,15.74
_14378_,15.74
_14710_,15.74
_17203_,15.74
_19859_,15.74
_20557_,15.74
_22219_,15.74
_26450_,15.74
_30101_,15.74
_30106_,15.74
_30913_,15.74
_31109_,15.74
_34647_,15.74
matrix_top.results\[1691\],15.74
matrix_top.results\[1868\],15.74
matrix_top.results\[340\],15.74
_06176_,15.73
_16898_,15.73
_28645_,15.73
_33746_,15.73
_29739_,15.725
_29822_,15.725
_06496_,15.72
_06784_,15.72
_15375_,15.72
_16006_,15.72
_21041_,15.72
_22038_,15.72
_24384_,15.72
_25413_,15.72
_27627_,15.72
_29469_,15.72
_33569_,15.72
_35117_,15.72
matrix_top.results\[731\],15.72
matrix_top.results\[884\],15.72
matrix_top.sys_arr.col\[11\]\[6\],15.72
_29826_,15.71
_11491_,15.705
_06228_,15.7
_10162_,15.7
_10992_,15.7
_13800_,15.7
_19727_,15.7
_20141_,15.7
_20802_,15.7
_21346_,15.7
_21620_,15.7
_27942_,15.7
_30022_,15.7
_32576_,15.7
_34193_,15.7
_07300_,15.69
_28287_,15.69
_33985_,15.69
_11527_,15.685
_06125_,15.68
_08753_,15.68
_08799_,15.68
_12688_,15.68
_12915_,15.68
_15782_,15.68
_17970_,15.68
_26382_,15.68
_27249_,15.68
_27290_,15.68
_27726_,15.68
_28460_,15.68
_29363_,15.68
_31007_,15.68
_33192_,15.68
_36940_,15.68
_37052_,15.68
matrix_top.results\[126\],15.68
matrix_top.sys_arr.col\[32\]\[6\],15.68
_18247_,15.675
_31309_,15.67
_05987_,15.66
_11993_,15.66
_12171_,15.66
_12409_,15.66
_13408_,15.66
_13775_,15.66
_14831_,15.66
_15011_,15.66
_17262_,15.66
_18318_,15.66
_19107_,15.66
_20850_,15.66
_21256_,15.66
_21486_,15.66
_22621_,15.66
_26357_,15.66
_27155_,15.66
_30884_,15.66
_22548_,15.65
_28726_,15.65
_34502_,15.65
_04316_,15.64
_04321_,15.64
_04490_,15.64
_04561_,15.64
_05735_,15.64
_08156_,15.64
_10431_,15.64
_10497_,15.64
_11963_,15.64
_12665_,15.64
_13858_,15.64
_15244_,15.64
_16418_,15.64
_16476_,15.64
_17526_,15.64
_19060_,15.64
_19381_,15.64
_20679_,15.64
_21580_,15.64
_22226_,15.64
_24046_,15.64
_25760_,15.64
_26804_,15.64
_27530_,15.64
_28215_,15.64
_29149_,15.64
_29346_,15.64
_29682_,15.64
_31377_,15.64
_33409_,15.64
_33889_,15.64
_36489_,15.64
matrix_top.buffer_gen\[0\].buffer.reg_out\[14\],15.64
matrix_top.results\[688\],15.64
matrix_top.sys_arr.row\[19\]\[4\],15.64
_04801_,15.635
_00154_,15.62
_04280_,15.62
_04859_,15.62
_07111_,15.62
_08585_,15.62
_08733_,15.62
_10921_,15.62
_14127_,15.62
_16570_,15.62
_17314_,15.62
_18880_,15.62
_19325_,15.62
_24091_,15.62
_25434_,15.62
_26287_,15.62
_29886_,15.62
_32034_,15.62
_33030_,15.62
_34724_,15.62
matrix_top.results\[155\],15.62
_14308_,15.615
_16829_,15.615
_15293_,15.61
_05692_,15.6
_06666_,15.6
_08756_,15.6
_12858_,15.6
_14818_,15.6
_16796_,15.6
_18436_,15.6
_20335_,15.6
_21081_,15.6
_21443_,15.6
_22071_,15.6
_22572_,15.6
_22967_,15.6
_24853_,15.6
_27288_,15.6
_28413_,15.6
_29398_,15.6
_33472_,15.6
_34116_,15.6
_34545_,15.6
matrix_top.results\[1268\],15.6
matrix_top.results\[1600\],15.6
_09117_,15.59
_07742_,15.585
_04394_,15.58
_06764_,15.58
_08372_,15.58
_11763_,15.58
_16314_,15.58
_18711_,15.58
_20525_,15.58
_26010_,15.58
_27203_,15.58
_28050_,15.58
_29881_,15.58
matrix_top.results\[15\],15.58
matrix_top.results\[1617\],15.58
matrix_top.results\[1651\],15.58
_09966_,15.575
_12674_,15.575
_29953_,15.575
_21949_,15.57
_26743_,15.57
_32945_,15.57
_09146_,15.565
_28347_,15.565
_05507_,15.56
_09511_,15.56
_10244_,15.56
_10455_,15.56
_13356_,15.56
_17263_,15.56
_17768_,15.56
_22187_,15.56
_22413_,15.56
_26054_,15.56
_26097_,15.56
_29356_,15.56
_30705_,15.56
_33411_,15.56
matrix_top.buffer_gen\[2\].buffer.buffer\[19\],15.56
matrix_top.results\[147\],15.56
matrix_top.results\[1869\],15.56
matrix_top.results\[289\],15.56
_13801_,15.55
_31192_,15.55
_28311_,15.545
_05253_,15.54
_07419_,15.54
_07673_,15.54
_15319_,15.54
_16725_,15.54
_18176_,15.54
_18579_,15.54
_19199_,15.54
_19400_,15.54
_20991_,15.54
_21754_,15.54
_22404_,15.54
_23474_,15.54
_28916_,15.54
_30181_,15.54
_31684_,15.54
_28794_,15.535
AWADDR[2],15.53
_05942_,15.52
_09566_,15.52
_11707_,15.52
_11716_,15.52
_15345_,15.52
_15684_,15.52
_15867_,15.52
_15980_,15.52
_16784_,15.52
_18606_,15.52
_19434_,15.52
_19657_,15.52
_24438_,15.52
_25552_,15.52
_28837_,15.52
_29400_,15.52
_32155_,15.52
_32555_,15.52
matrix_top.results\[1052\],15.52
matrix_top.results\[1979\],15.52
w_data_r\[8\],15.52
_25514_,15.515
_29141_,15.51
_33141_,15.51
_17172_,15.505
_04376_,15.5
_04462_,15.5
_13883_,15.5
_24518_,15.5
_31828_,15.5
matrix_top.sys_arr.row\[43\]\[4\],15.5
_05653_,15.49
_30567_,15.49
_15926_,15.485
_21454_,15.485
_04117_,15.48
_04219_,15.48
_06682_,15.48
_06817_,15.48
_08075_,15.48
_09183_,15.48
_10514_,15.48
_10584_,15.48
_11454_,15.48
_12050_,15.48
_13170_,15.48
_13180_,15.48
_14098_,15.48
_14433_,15.48
_16834_,15.48
_17978_,15.48
_18439_,15.48
_18631_,15.48
_19090_,15.48
_21157_,15.48
_22549_,15.48
_24457_,15.48
_24541_,15.48
_24856_,15.48
_26312_,15.48
_26390_,15.48
_27231_,15.48
_29379_,15.48
_29451_,15.48
_31342_,15.48
_31568_,15.48
_32745_,15.48
_33420_,15.48
matrix_top.sys_arr.col\[57\]\[1\],15.48
_15340_,15.475
_07896_,15.47
_08641_,15.47
_12180_,15.47
_23728_,15.47
_24439_,15.47
_05846_,15.46
_06384_,15.46
_08324_,15.46
_08353_,15.46
_09598_,15.46
_14542_,15.46
_18526_,15.46
_21446_,15.46
_21771_,15.46
_23258_,15.46
_24120_,15.46
_24395_,15.46
_25703_,15.46
_27229_,15.46
_29191_,15.46
_31017_,15.46
_31260_,15.46
_32147_,15.46
_33670_,15.46
_36986_,15.46
matrix_top.results\[403\],15.46
_07776_,15.455
_05250_,15.44
_06889_,15.44
_08582_,15.44
_10158_,15.44
_11852_,15.44
_12090_,15.44
_13887_,15.44
_14448_,15.44
_15713_,15.44
_16424_,15.44
_16542_,15.44
_17809_,15.44
_17872_,15.44
_19581_,15.44
_20391_,15.44
_22062_,15.44
_24121_,15.44
_25614_,15.44
_25756_,15.44
_26386_,15.44
_28170_,15.44
_28680_,15.44
_30275_,15.44
_30360_,15.44
_32016_,15.44
_33452_,15.44
matrix_top.results\[1143\],15.44
matrix_top.results\[1263\],15.44
matrix_top.results\[1365\],15.44
_05293_,15.425
_01877_,15.42
_05396_,15.42
_07149_,15.42
_10081_,15.42
_15933_,15.42
_18264_,15.42
_18434_,15.42
_22761_,15.42
_25971_,15.42
_26250_,15.42
_26548_,15.42
_34063_,15.42
matrix_top.sys_arr.col\[10\]\[1\],15.42
_21934_,15.415
_24792_,15.415
_21470_,15.405
_06966_,15.4
_07388_,15.4
_07769_,15.4
_07945_,15.4
_08693_,15.4
_09132_,15.4
_09975_,15.4
_10540_,15.4
_10755_,15.4
_11528_,15.4
_14055_,15.4
_15432_,15.4
_17061_,15.4
_18115_,15.4
_19579_,15.4
_19785_,15.4
_21065_,15.4
_21090_,15.4
_21332_,15.4
_22688_,15.4
_25735_,15.4
_28773_,15.4
_28784_,15.4
_29144_,15.4
_29974_,15.4
_30761_,15.4
_36380_,15.4
matrix_top.results\[467\],15.4
_16692_,15.395
_19695_,15.395
_23267_,15.395
_18417_,15.39
_05716_,15.38
_06381_,15.38
_06786_,15.38
_24552_,15.38
_25086_,15.38
_27093_,15.38
_27404_,15.38
_28442_,15.38
_28630_,15.38
_29616_,15.38
_29933_,15.38
_32347_,15.38
_33206_,15.38
_35420_,15.38
_36270_,15.38
_04404_,15.36
_04531_,15.36
_05957_,15.36
_08746_,15.36
_10592_,15.36
_10656_,15.36
_12364_,15.36
_16270_,15.36
_16719_,15.36
_17626_,15.36
_17996_,15.36
_22313_,15.36
_25028_,15.36
_29413_,15.36
_29687_,15.36
_30674_,15.36
_33078_,15.36
_04418_,15.355
_32070_,15.355
_04909_,15.35
_03672_,15.34
_04676_,15.34
_10285_,15.34
_10329_,15.34
_14111_,15.34
_14971_,15.34
_16529_,15.34
_23669_,15.34
_23953_,15.34
_26951_,15.34
_27547_,15.34
_27943_,15.34
