net,length_um
_16283_,6.48
_16360_,6.48
_17046_,6.48
_17912_,6.48
_17942_,6.48
_19396_,6.48
_19764_,6.48
_20842_,6.48
_21315_,6.48
_22052_,6.48
_22704_,6.48
_22897_,6.48
_23032_,6.48
_23161_,6.48
_25834_,6.48
_27114_,6.48
_27708_,6.48
_28644_,6.48
_28670_,6.48
_29367_,6.48
_29815_,6.48
_31191_,6.48
_31227_,6.48
_31273_,6.48
_31643_,6.48
_32228_,6.48
_32817_,6.48
_33163_,6.48
_33524_,6.48
_34107_,6.48
_34133_,6.48
_36730_,6.48
_29122_,6.475
_00254_,6.465
_00554_,6.465
_01139_,6.465
_01296_,6.465
_01716_,6.465
_02065_,6.465
_02521_,6.465
_00046_,6.46
_00053_,6.46
_10498_,6.46
_18504_,6.46
_26484_,6.46
_29482_,6.46
_30703_,6.46
_00390_,6.455
_05140_,6.455
_25660_,6.455
_15999_,6.45
_00212_,6.445
_00309_,6.445
_00464_,6.445
_01103_,6.445
_20410_,6.445
_04545_,6.44
_07272_,6.44
_10745_,6.44
_10824_,6.44
_11035_,6.44
_22041_,6.44
_22402_,6.44
_25136_,6.44
_27666_,6.44
_28570_,6.44
_00169_,6.425
_00173_,6.425
_00262_,6.425
_00282_,6.425
_00283_,6.425
_00712_,6.425
_01294_,6.425
_02085_,6.425
_02182_,6.425
_02217_,6.425
_02404_,6.425
_02601_,6.425
_03002_,6.425
_03120_,6.425
_03255_,6.425
_03388_,6.425
_22976_,6.425
_33816_,6.425
_00082_,6.42
_00851_,6.42
_05582_,6.42
_13275_,6.42
_33749_,6.42
_36474_,6.42
_36775_,6.42
_03162_,6.405
_26632_,6.405
_05466_,6.4
_05640_,6.4
_07304_,6.4
_07848_,6.4
_07854_,6.4
_08186_,6.4
_08223_,6.4
_08505_,6.4
_08525_,6.4
_08692_,6.4
_08771_,6.4
_09313_,6.4
_09623_,6.4
_10269_,6.4
_11171_,6.4
_12280_,6.4
_12621_,6.4
_13476_,6.4
_13535_,6.4
_14222_,6.4
_14687_,6.4
_14753_,6.4
_15395_,6.4
_15968_,6.4
_16313_,6.4
_16358_,6.4
_16820_,6.4
_20383_,6.4
_20409_,6.4
_20819_,6.4
_20984_,6.4
_21215_,6.4
_21294_,6.4
_21597_,6.4
_24707_,6.4
_25259_,6.4
_26609_,6.4
_27086_,6.4
_27315_,6.4
_27915_,6.4
_28876_,6.4
_29048_,6.4
_31185_,6.4
_31245_,6.4
_31536_,6.4
_32051_,6.4
_32807_,6.4
_33971_,6.4
_33984_,6.4
_34392_,6.4
_34671_,6.4
_36288_,6.4
_36985_,6.4
_14007_,6.395
_35843_,6.395
_01099_,6.385
_05797_,6.385
_00122_,6.38
_05186_,6.38
_10803_,6.38
_16479_,6.38
_18335_,6.38
_24839_,6.38
_25301_,6.38
_27374_,6.38
_28538_,6.38
_31258_,6.38
_34132_,6.38
_35276_,6.38
_35537_,6.38
_35931_,6.38
_36381_,6.38
_36879_,6.38
_18036_,6.375
_02929_,6.365
_00001_,6.36
_04978_,6.36
_05448_,6.36
_06267_,6.36
_06567_,6.36
_08853_,6.36
_09627_,6.36
_10076_,6.36
_10573_,6.36
_11606_,6.36
_12228_,6.36
_12373_,6.36
_13514_,6.36
_16235_,6.36
_16897_,6.36
_17779_,6.36
_18254_,6.36
_19642_,6.36
_23278_,6.36
_23781_,6.36
_23856_,6.36
_26501_,6.36
_28766_,6.36
_29233_,6.36
_29423_,6.36
_29620_,6.36
_32273_,6.36
_33039_,6.36
_34297_,6.36
_34776_,6.36
_10908_,6.355
RDATA[27],6.33
RDATA[3],6.33
WDATA[18],6.33
_33872_,6.33
_01163_,6.32
_02950_,6.32
_03176_,6.32
_03368_,6.32
_03378_,6.32
_03422_,6.32
_04375_,6.32
_06139_,6.32
_08402_,6.32
_10111_,6.32
_10156_,6.32
_10161_,6.32
_10364_,6.32
_13073_,6.32
_15585_,6.32
_16161_,6.32
_16350_,6.32
_18352_,6.32
_18771_,6.32
_19390_,6.32
_19691_,6.32
_20172_,6.32
_20213_,6.32
_20646_,6.32
_21932_,6.32
_22254_,6.32
_22672_,6.32
_22871_,6.32
_25246_,6.32
_26413_,6.32
_26941_,6.32
_28655_,6.32
_32322_,6.32
_32497_,6.32
_32638_,6.32
_34884_,6.32
_34942_,6.32
ACLK,6.31
AWVALID,6.31
BREADY,6.31
WDATA[28],6.31
_00530_,6.305
_00674_,6.305
_01167_,6.305
_01814_,6.305
_01922_,6.305
_01962_,6.305
_02058_,6.305
_00045_,6.3
_00054_,6.3
_00438_,6.3
_00572_,6.3
_00928_,6.3
_01337_,6.3
_01499_,6.3
_01519_,6.3
_01740_,6.3
_01830_,6.3
_01964_,6.3
_02290_,6.3
_02297_,6.3
_02345_,6.3
_02358_,6.3
_02396_,6.3
_02458_,6.3
_02633_,6.3
_03274_,6.3
_03752_,6.3
_03765_,6.3
_03997_,6.3
_04553_,6.3
_05212_,6.3
_06041_,6.3
_07065_,6.3
_07136_,6.3
_07460_,6.3
_08482_,6.3
_08666_,6.3
_08860_,6.3
_08991_,6.3
_10871_,6.3
_11643_,6.3
_11710_,6.3
_11827_,6.3
_12702_,6.3
_13593_,6.3
_14553_,6.3
_14607_,6.3
_14953_,6.3
_15649_,6.3
_16127_,6.3
_16464_,6.3
_16586_,6.3
_17552_,6.3
_17580_,6.3
_19005_,6.3
_19707_,6.3
_20895_,6.3
_22133_,6.3
_22762_,6.3
_23753_,6.3
_23785_,6.3
_24028_,6.3
_24132_,6.3
_25167_,6.3
_26279_,6.3
_26680_,6.3
_27067_,6.3
_27420_,6.3
_27990_,6.3
_28049_,6.3
_28330_,6.3
_29458_,6.3
_30845_,6.3
_30879_,6.3
_30997_,6.3
_31180_,6.3
_31731_,6.3
_31890_,6.3
_32845_,6.3
_33615_,6.3
_34665_,6.3
_35751_,6.3
_36268_,6.3
_37138_,6.3
_37167_,6.3
matrix_top.buffer_gen\[2\].buffer.buffer\[1\],6.3
matrix_top.sys_arr.col\[18\]\[0\],6.3
_27029_,6.295
_18893_,6.29
_18782_,6.285
_23360_,6.285
_00535_,6.28
_01062_,6.28
_02578_,6.28
_04180_,6.28
_04337_,6.28
_05941_,6.28
_06901_,6.28
_07622_,6.28
_07804_,6.28
_09004_,6.28
_09339_,6.28
_11187_,6.28
_11780_,6.28
_12201_,6.28
_13921_,6.28
_15074_,6.28
_15788_,6.28
_16527_,6.28
_17513_,6.28
_17725_,6.28
_18073_,6.28
_20057_,6.28
_20190_,6.28
_20971_,6.28
_21118_,6.28
_22542_,6.28
_23201_,6.28
_23243_,6.28
_23244_,6.28
_23404_,6.28
_24295_,6.28
_24419_,6.28
_25596_,6.28
_26709_,6.28
_27031_,6.28
_27731_,6.28
_27850_,6.28
_28358_,6.28
_30608_,6.28
_31349_,6.28
_31933_,6.28
_33175_,6.28
_33235_,6.28
_33645_,6.28
_33693_,6.28
_34164_,6.28
_36667_,6.275
_01904_,6.265
_00498_,6.26
_00652_,6.26
_00726_,6.26
_01013_,6.26
_01120_,6.26
_01447_,6.26
_01492_,6.26
_01744_,6.26
_01781_,6.26
_01887_,6.26
_01927_,6.26
_02156_,6.26
_02338_,6.26
_02558_,6.26
_02681_,6.26
_02946_,6.26
_03129_,6.26
_03275_,6.26
_03502_,6.26
_03592_,6.26
_03679_,6.26
_03943_,6.26
_04027_,6.26
_05438_,6.26
_05595_,6.26
_06106_,6.26
_06340_,6.26
_06515_,6.26
_07061_,6.26
_08922_,6.26
_08969_,6.26
_09281_,6.26
_09962_,6.26
_10346_,6.26
_10749_,6.26
_10850_,6.26
_11365_,6.26
_11405_,6.26
_11505_,6.26
_12490_,6.26
_12749_,6.26
_12789_,6.26
_13420_,6.26
_13815_,6.26
_14107_,6.26
_14132_,6.26
_15208_,6.26
_15635_,6.26
_16079_,6.26
_16151_,6.26
_16405_,6.26
_17525_,6.26
_17965_,6.26
_18859_,6.26
_18900_,6.26
_20923_,6.26
_21360_,6.26
_21842_,6.26
_22459_,6.26
_22724_,6.26
_23018_,6.26
_23412_,6.26
_23998_,6.26
_24630_,6.26
_24775_,6.26
_24998_,6.26
_25643_,6.26
_26096_,6.26
_26877_,6.26
_26959_,6.26
_27032_,6.26
_27103_,6.26
_27481_,6.26
_28933_,6.26
_29041_,6.26
_29590_,6.26
_30938_,6.26
_32132_,6.26
_32885_,6.26
_33374_,6.26
_34848_,6.26
matrix_top.buffer_gen\[2\].buffer.buffer\[14\],6.26
net3,6.26
_02103_,6.255
_00300_,6.245
_26157_,6.245
_30927_,6.245
_05919_,6.24
_10829_,6.24
_11450_,6.24
_14709_,6.24
_16577_,6.24
_20809_,6.24
_24888_,6.24
_30235_,6.24
_34111_,6.24
_37002_,6.24
_28045_,6.235
AWADDR[1],6.23
_15884_,6.23
net652,6.23
_00199_,6.225
_00221_,6.225
_00315_,6.225
_00401_,6.225
_00552_,6.225
_00575_,6.225
_00915_,6.225
_00962_,6.225
_01176_,6.225
_01336_,6.225
_01416_,6.225
_01481_,6.225
_01994_,6.225
_02036_,6.225
_03115_,6.225
_03160_,6.225
_03304_,6.225
_03437_,6.225
_37030_,6.225
_11891_,6.215
RDATA[12],6.21
RDATA[17],6.21
RDATA[23],6.21
RDATA[8],6.21
_14747_,6.21
_34346_,6.21
_02198_,6.205
_01112_,6.2
_02674_,6.2
_02911_,6.2
_03496_,6.2
_04138_,6.2
_04448_,6.2
_05985_,6.2
_06533_,6.2
_09946_,6.2
_13781_,6.2
_13968_,6.2
_15469_,6.2
_16484_,6.2
_16498_,6.2
_17466_,6.2
_19326_,6.2
_21147_,6.2
_21297_,6.2
_22739_,6.2
_26679_,6.2
_27342_,6.2
_28201_,6.2
_29514_,6.2
_31922_,6.2
_33679_,6.2
_34453_,6.2
_20225_,6.19
_21349_,6.19
_00265_,6.185
_00321_,6.185
_00364_,6.185
_00366_,6.185
_00512_,6.185
_00907_,6.185
_00910_,6.185
_01028_,6.185
_01565_,6.185
_02114_,6.185
_02169_,6.185
_02584_,6.185
_02670_,6.185
_02870_,6.185
_03392_,6.185
_02636_,6.18
_02770_,6.18
_03468_,6.18
_03544_,6.18
_03723_,6.18
_03768_,6.18
_03991_,6.18
_04054_,6.18
_04122_,6.18
_04147_,6.18
_04450_,6.18
_04875_,6.18
_05123_,6.18
_05472_,6.18
_06053_,6.18
_06359_,6.18
_06481_,6.18
_06667_,6.18
_06870_,6.18
_07050_,6.18
_07374_,6.18
_07486_,6.18
_07753_,6.18
_07970_,6.18
_08000_,6.18
_08039_,6.18
_08217_,6.18
_08275_,6.18
_08292_,6.18
_08321_,6.18
_08388_,6.18
_08607_,6.18
_09181_,6.18
_09696_,6.18
_10791_,6.18
_11080_,6.18
_11168_,6.18
_11370_,6.18
_11619_,6.18
_11849_,6.18
_12250_,6.18
_12260_,6.18
_12419_,6.18
_12597_,6.18
_12625_,6.18
_12920_,6.18
_13251_,6.18
_13272_,6.18
_13697_,6.18
_14015_,6.18
_14188_,6.18
_14487_,6.18
_14978_,6.18
_15041_,6.18
_15699_,6.18
_16139_,6.18
_16220_,6.18
_16331_,6.18
_16618_,6.18
_17868_,6.18
_18100_,6.18
_18856_,6.18
_19827_,6.18
_20545_,6.18
_21426_,6.18
_22823_,6.18
_23076_,6.18
_23264_,6.18
_23716_,6.18
_23921_,6.18
_24283_,6.18
_24641_,6.18
_24647_,6.18
_24736_,6.18
_24877_,6.18
_25200_,6.18
_25223_,6.18
_25248_,6.18
_26111_,6.18
_26192_,6.18
_26460_,6.18
_26503_,6.18
_26608_,6.18
_26687_,6.18
_26963_,6.18
_27181_,6.18
_27487_,6.18
_27646_,6.18
_27923_,6.18
_27949_,6.18
_28166_,6.18
_28714_,6.18
_29105_,6.18
_29975_,6.18
_30154_,6.18
_30228_,6.18
_31015_,6.18
_31774_,6.18
_31962_,6.18
_32430_,6.18
_32734_,6.18
_32805_,6.18
_32895_,6.18
_33480_,6.18
_33937_,6.18
_34123_,6.18
_34196_,6.18
_34246_,6.18
_35087_,6.18
_35094_,6.18
_35435_,6.18
_35439_,6.18
_36121_,6.18
_36622_,6.18
_36827_,6.18
_36883_,6.18
_07805_,6.17
_12261_,6.17
_34329_,6.17
_01697_,6.165
_02392_,6.16
_02412_,6.16
_04282_,6.16
_06961_,6.16
_08313_,6.16
_14473_,6.16
_15502_,6.16
_20227_,6.16
_23838_,6.16
_25382_,6.16
_27989_,6.16
_28907_,6.16
_29425_,6.16
_31322_,6.16
_31604_,6.16
_32784_,6.16
_33207_,6.16
_34687_,6.16
_03095_,6.145
_30149_,6.145
_02562_,6.14
_02747_,6.14
_02934_,6.14
_03101_,6.14
_03530_,6.14
_03725_,6.14
_03792_,6.14
_04360_,6.14
_04604_,6.14
_04672_,6.14
_04711_,6.14
_05072_,6.14
_05552_,6.14
_06835_,6.14
_07630_,6.14
_07717_,6.14
_08306_,6.14
_08586_,6.14
_08946_,6.14
_09270_,6.14
_10815_,6.14
_11732_,6.14
_11746_,6.14
_11749_,6.14
_12013_,6.14
_12032_,6.14
_12218_,6.14
_12294_,6.14
_12527_,6.14
_12716_,6.14
_13055_,6.14
_13189_,6.14
_13207_,6.14
_13930_,6.14
_15358_,6.14
_15877_,6.14
_16633_,6.14
_16827_,6.14
_17067_,6.14
_17128_,6.14
_17502_,6.14
_17528_,6.14
_18795_,6.14
_18946_,6.14
_18996_,6.14
_19867_,6.14
_20243_,6.14
_20277_,6.14
_20635_,6.14
_21096_,6.14
_21403_,6.14
_22428_,6.14
_22791_,6.14
_22864_,6.14
_23829_,6.14
_24673_,6.14
_24717_,6.14
_25040_,6.14
_25343_,6.14
_25593_,6.14
_25665_,6.14
_25717_,6.14
_26001_,6.14
_27553_,6.14
_27966_,6.14
_28619_,6.14
_28829_,6.14
_29512_,6.14
_29554_,6.14
_29916_,6.14
_29936_,6.14
_30052_,6.14
_30491_,6.14
_31768_,6.14
_31899_,6.14
_32710_,6.14
_32864_,6.14
_32876_,6.14
_33023_,6.14
_33138_,6.14
_33328_,6.14
_34147_,6.14
_34359_,6.14
_35989_,6.14
_36248_,6.14
_36625_,6.14
_36826_,6.14
_37044_,6.14
_37075_,6.14
_37163_,6.14
matrix_top.sys_arr.col\[62\]\[6\],6.14
matrix_top.sys_arr.row\[5\]\[4\],6.14
_29046_,6.135
_19086_,6.13
_00468_,6.125
_03347_,6.125
_07768_,6.12
_10563_,6.12
_15401_,6.12
_19122_,6.12
_21187_,6.12
_29396_,6.12
_29982_,6.12
_05249_,6.115
_30739_,6.115
_04857_,6.11
_32239_,6.11
_00026_,6.105
_00340_,6.105
_00374_,6.105
_00480_,6.105
_00899_,6.105
_01751_,6.105
_01812_,6.105
_02445_,6.105
_02682_,6.105
_02778_,6.105
_03066_,6.105
_30456_,6.105
_06593_,6.095
_10636_,6.09
_15604_,6.09
_00560_,6.085
_01333_,6.085
_01614_,6.085
_02208_,6.085
_06487_,6.085
_32532_,6.085
_00792_,6.08
_01108_,6.08
_01549_,6.08
_03331_,6.08
_03955_,6.08
_04328_,6.08
_06282_,6.08
_09368_,6.08
_10458_,6.08
_16036_,6.08
_18731_,6.08
_19218_,6.08
_20137_,6.08
_23709_,6.08
_28592_,6.08
_29755_,6.08
_29790_,6.08
_30499_,6.08
_32332_,6.08
_10562_,6.07
_24041_,6.065
_03481_,6.06
_06592_,6.06
_07994_,6.06
_09070_,6.06
_09075_,6.06
_09683_,6.06
_09789_,6.06
_09858_,6.06
_10009_,6.06
_10948_,6.06
_11395_,6.06
_12197_,6.06
_12311_,6.06
_12485_,6.06
_12680_,6.06
_12852_,6.06
_13052_,6.06
_13128_,6.06
_13419_,6.06
_13617_,6.06
_14936_,6.06
_15947_,6.06
_16011_,6.06
_16064_,6.06
_17915_,6.06
_18300_,6.06
_18365_,6.06
_18373_,6.06
_19462_,6.06
_20712_,6.06
_21839_,6.06
_22102_,6.06
_22569_,6.06
_22596_,6.06
_24939_,6.06
_26162_,6.06
_26185_,6.06
_27336_,6.06
_28396_,6.06
_29883_,6.06
_30085_,6.06
_30827_,6.06
_30835_,6.06
_30876_,6.06
_31176_,6.06
_31657_,6.06
_31999_,6.06
_32476_,6.06
_33657_,6.06
_33836_,6.06
_34146_,6.06
_34169_,6.06
_24854_,6.055
_11307_,6.05
_19530_,6.05
_00411_,6.04
_00837_,6.04
_02477_,6.04
_02762_,6.04
_03098_,6.04
_04497_,6.04
_05019_,6.04
_05417_,6.04
_06616_,6.04
_08469_,6.04
_09076_,6.04
_10661_,6.04
_12651_,6.04
_21182_,6.04
_23524_,6.04
_23988_,6.04
_26514_,6.04
_29353_,6.04
_31254_,6.04
_32669_,6.04
_33160_,6.04
_37057_,6.04
matrix_top.sys_arr.col\[12\]\[6\],6.04
_31181_,6.035
_34316_,6.03
_04352_,6.02
_05621_,6.02
_08633_,6.02
_09721_,6.02
_09775_,6.02
_10289_,6.02
_12372_,6.02
_12963_,6.02
_14079_,6.02
_14741_,6.02
_15813_,6.02
_16080_,6.02
_18177_,6.02
_19804_,6.02
_20742_,6.02
_20847_,6.02
_20872_,6.02
_22763_,6.02
_22936_,6.02
_23069_,6.02
_24161_,6.02
_25394_,6.02
_25656_,6.02
_27208_,6.02
_27992_,6.02
_28796_,6.02
_29023_,6.02
_29044_,6.02
_29148_,6.02
_29150_,6.02
_29898_,6.02
_30654_,6.02
_31356_,6.02
_32178_,6.02
_32459_,6.02
_32979_,6.02
_33479_,6.02
_33765_,6.02
_34629_,6.02
_35258_,6.02
_35653_,6.02
_35789_,6.02
_35818_,6.02
_36311_,6.02
_01467_,6.015
_05611_,6.015
_00501_,6.005
_00718_,6.005
_01046_,6.005
_01675_,6.005
_02115_,6.005
_02206_,6.005
_02278_,6.005
_02283_,6.005
_02583_,6.005
_02627_,6.005
_03091_,6.005
_03436_,6.005
_00614_,5.995
_02717_,5.995
_06686_,5.99
_12371_,5.99
_14023_,5.99
_25475_,5.99
_00388_,5.985
_02084_,5.985
_02880_,5.985
_30471_,5.985
_05612_,5.98
_10835_,5.98
_11722_,5.98
_11750_,5.98
_12246_,5.98
_12257_,5.98
_13677_,5.98
_16105_,5.98
_16599_,5.98
_19909_,5.98
_24211_,5.98
_29438_,5.98
_29592_,5.98
_30813_,5.98
_33006_,5.98
_33514_,5.98
_36988_,5.98
_00235_,5.965
_00381_,5.965
_00766_,5.965
_00790_,5.965
_01136_,5.965
_01743_,5.965
_01872_,5.965
_02107_,5.965
_02111_,5.965
_02782_,5.965
_02827_,5.965
_03379_,5.965
_07011_,5.965
_32847_,5.965
_36818_,5.965
_06056_,5.96
_06320_,5.96
_11270_,5.96
_14945_,5.96
_16963_,5.96
_23763_,5.96
_36365_,5.96
_36798_,5.96
_09069_,5.955
_16611_,5.955
_08752_,5.95
_19209_,5.95
_25586_,5.95
_18512_,5.945
_03657_,5.94
_04177_,5.94
_04679_,5.94
_05398_,5.94
_06116_,5.94
_06432_,5.94
_07137_,5.94
_07581_,5.94
_07606_,5.94
_08416_,5.94
_08868_,5.94
_08872_,5.94
_10233_,5.94
_10538_,5.94
_10632_,5.94
_11055_,5.94
_11442_,5.94
_12382_,5.94
_12671_,5.94
_13132_,5.94
_13779_,5.94
_14027_,5.94
_14513_,5.94
_16017_,5.94
_16307_,5.94
_16941_,5.94
_18263_,5.94
_19069_,5.94
_19768_,5.94
_19907_,5.94
_20161_,5.94
_20818_,5.94
_21169_,5.94
_24007_,5.94
_24847_,5.94
_24983_,5.94
_25283_,5.94
_25796_,5.94
_26101_,5.94
_26937_,5.94
_28218_,5.94
_28412_,5.94
_30347_,5.94
_30366_,5.94
_30789_,5.94
_31132_,5.94
_32093_,5.94
_32146_,5.94
_32721_,5.94
_33084_,5.94
_33662_,5.94
_33800_,5.94
_34172_,5.94
_34229_,5.94
_34657_,5.94
_03072_,5.925
_00715_,5.92
_03438_,5.92
_03896_,5.92
_07841_,5.92
_08741_,5.92
_10555_,5.92
_12003_,5.92
_12856_,5.92
_14133_,5.92
_16247_,5.92
_17918_,5.92
_18593_,5.92
_20374_,5.92
_21740_,5.92
_22217_,5.92
_31771_,5.92
_35633_,5.92
_36213_,5.92
_36467_,5.92
_36670_,5.92
_36721_,5.92
_37100_,5.92
_10333_,5.915
_10359_,5.915
_02572_,5.905
_04453_,5.9
_06561_,5.9
_07801_,5.9
_11623_,5.9
_14100_,5.9
_16890_,5.9
_20216_,5.9
_22263_,5.9
_22794_,5.9
_22800_,5.9
_24254_,5.9
_25158_,5.9
_27743_,5.9
_27885_,5.9
_30472_,5.9
_30893_,5.9
_31326_,5.9
_32848_,5.9
_33259_,5.9
_35371_,5.9
_01966_,5.895
_03012_,5.895
_26424_,5.89
_00352_,5.885
_00526_,5.885
_02096_,5.885
_02524_,5.885
_02867_,5.885
_03242_,5.885
_05776_,5.88
_18605_,5.88
_32645_,5.87
_01898_,5.865
_00114_,5.86
_01351_,5.86
_01951_,5.86
_03894_,5.86
_03909_,5.86
_04320_,5.86
_04673_,5.86
_04868_,5.86
_05493_,5.86
_05508_,5.86
_05884_,5.86
_06214_,5.86
_10523_,5.86
_12955_,5.86
_12970_,5.86
_13252_,5.86
_13752_,5.86
_16074_,5.86
_16096_,5.86
_16608_,5.86
_17060_,5.86
_17538_,5.86
_18122_,5.86
_22570_,5.86
_24177_,5.86
_24428_,5.86
_26198_,5.86
_27018_,5.86
_27808_,5.86
_27959_,5.86
_28328_,5.86
_29836_,5.86
_30967_,5.86
_31023_,5.86
_31499_,5.86
_33612_,5.86
_33871_,5.86
_34651_,5.86
_35152_,5.86
_35744_,5.86
_35811_,5.86
_36443_,5.86
_36348_,5.85
_02448_,5.845
_22914_,5.845
_00047_,5.84
_00072_,5.84
_00445_,5.84
_00488_,5.84
_00601_,5.84
_00685_,5.84
_00778_,5.84
_00974_,5.84
_01368_,5.84
_01463_,5.84
_01505_,5.84
_01615_,5.84
_01668_,5.84
_01809_,5.84
_01884_,5.84
_02024_,5.84
_02108_,5.84
_02222_,5.84
_02802_,5.84
_02811_,5.84
_02857_,5.84
_02893_,5.84
_03020_,5.84
_03035_,5.84
_03128_,5.84
_03154_,5.84
_03220_,5.84
_03414_,5.84
_03461_,5.84
_03575_,5.84
_03616_,5.84
_03802_,5.84
_04086_,5.84
_04960_,5.84
_05088_,5.84
_05174_,5.84
_05515_,5.84
_05760_,5.84
_07534_,5.84
_08012_,5.84
_08288_,5.84
_08295_,5.84
_08851_,5.84
_09034_,5.84
_09832_,5.84
_09860_,5.84
_10272_,5.84
_10851_,5.84
_11147_,5.84
_12303_,5.84
_12318_,5.84
_12567_,5.84
_14669_,5.84
_15559_,5.84
_16509_,5.84
_16688_,5.84
_16723_,5.84
_17618_,5.84
_18012_,5.84
_18339_,5.84
_18495_,5.84
_18542_,5.84
_18816_,5.84
_18995_,5.84
_19027_,5.84
_19445_,5.84
_19487_,5.84
_20509_,5.84
_20896_,5.84
_22282_,5.84
_22616_,5.84
_23181_,5.84
_23693_,5.84
_23770_,5.84
_23884_,5.84
_25205_,5.84
_25233_,5.84
_26170_,5.84
_26627_,5.84
_26628_,5.84
_27578_,5.84
_28116_,5.84
_28146_,5.84
_28956_,5.84
_30952_,5.84
_30984_,5.84
_32186_,5.84
_33376_,5.84
_34678_,5.84
_35747_,5.84
_36637_,5.84
_36731_,5.84
matrix_top.results\[1880\],5.84
net33,5.84
_05384_,5.83
_05658_,5.83
_16076_,5.83
_02400_,5.825
_02624_,5.825
_02643_,5.82
_02710_,5.82
_04873_,5.82
_05460_,5.82
_07246_,5.82
_07810_,5.82
_07868_,5.82
_07902_,5.82
_08060_,5.82
_08072_,5.82
_08535_,5.82
_10520_,5.82
_10616_,5.82
_10642_,5.82
_11639_,5.82
_11766_,5.82
_13480_,5.82
_13981_,5.82
_14103_,5.82
_14692_,5.82
_15078_,5.82
_17019_,5.82
_18886_,5.82
_19840_,5.82
_20380_,5.82
_20906_,5.82
_21512_,5.82
_21683_,5.82
_21826_,5.82
_22605_,5.82
_23550_,5.82
_25426_,5.82
_25964_,5.82
_26035_,5.82
_26070_,5.82
_26531_,5.82
_27867_,5.82
_28486_,5.82
_28563_,5.82
_29612_,5.82
_30322_,5.82
_32463_,5.82
_32610_,5.82
_33199_,5.82
_33883_,5.82
_34075_,5.82
_34161_,5.82
_36093_,5.82
_36729_,5.82
_16489_,5.815
_00483_,5.805
_01971_,5.805
_02619_,5.805
_02641_,5.805
_03109_,5.805
_03194_,5.805
_03338_,5.805
_00544_,5.8
_00617_,5.8
_00744_,5.8
_01148_,5.8
_01459_,5.8
_02431_,5.8
_02444_,5.8
_02460_,5.8
_02983_,5.8
_03040_,5.8
_03717_,5.8
_03787_,5.8
_03877_,5.8
_03958_,5.8
_04126_,5.8
_04152_,5.8
_04929_,5.8
_04951_,5.8
_05181_,5.8
_07369_,5.8
_08077_,5.8
_08573_,5.8
_09212_,5.8
_09223_,5.8
_09909_,5.8
_09938_,5.8
_09958_,5.8
_10218_,5.8
_10222_,5.8
_10785_,5.8
_10869_,5.8
_10976_,5.8
_11742_,5.8
_12125_,5.8
_12352_,5.8
_13102_,5.8
_13140_,5.8
_13290_,5.8
_13604_,5.8
_13768_,5.8
_14565_,5.8
_14875_,5.8
_15670_,5.8
_16083_,5.8
_16477_,5.8
_18021_,5.8
_18551_,5.8
_18888_,5.8
_18935_,5.8
_19323_,5.8
_19452_,5.8
_19959_,5.8
_20389_,5.8
_20420_,5.8
_20967_,5.8
_21038_,5.8
_21716_,5.8
_22009_,5.8
_22377_,5.8
_23217_,5.8
_23722_,5.8
_23816_,5.8
_24284_,5.8
_24308_,5.8
_24783_,5.8
_25255_,5.8
_25347_,5.8
_25814_,5.8
_25907_,5.8
_26710_,5.8
_26888_,5.8
_26916_,5.8
_27145_,5.8
_27201_,5.8
_28175_,5.8
_28374_,5.8
_28723_,5.8
_29136_,5.8
_29409_,5.8
_29475_,5.8
_30047_,5.8
_30104_,5.8
_31093_,5.8
_31896_,5.8
_32102_,5.8
_32404_,5.8
_32471_,5.8
_33086_,5.8
_33850_,5.8
_34334_,5.8
_34411_,5.8
_34419_,5.8
_34631_,5.8
_34716_,5.8
_35248_,5.8
_35536_,5.8
_35605_,5.8
_35839_,5.8
_35915_,5.8
_37153_,5.8
_00410_,5.795
_12163_,5.79
_02428_,5.785
_14249_,5.785
_33315_,5.785
_01687_,5.78
_04821_,5.78
_05403_,5.78
_07247_,5.78
_09529_,5.78
_10964_,5.78
_15371_,5.78
_18857_,5.78
_25646_,5.78
_30382_,5.78
_32676_,5.78
_34400_,5.78
_01175_,5.775
_09191_,5.775
_20698_,5.775
_32646_,5.775
_00011_,5.765
_00285_,5.765
_00305_,5.765
_00767_,5.765
_01106_,5.765
_01133_,5.765
_01752_,5.765
_02006_,5.765
_02186_,5.765
_02302_,5.765
_02532_,5.765
_02564_,5.765
_03148_,5.765
_02535_,5.76
_25251_,5.76
_09138_,5.755
_09963_,5.755
_15198_,5.755
_30414_,5.75
_35974_,5.745
_00485_,5.74
_01211_,5.74
_01931_,5.74
_03382_,5.74
_03516_,5.74
_03531_,5.74
_03696_,5.74
_03838_,5.74
_04011_,5.74
_04612_,5.74
_04628_,5.74
_04647_,5.74
_05556_,5.74
_05563_,5.74
_07071_,5.74
_07296_,5.74
_07500_,5.74
_07512_,5.74
_07986_,5.74
_07989_,5.74
_07993_,5.74
_08474_,5.74
_08553_,5.74
_08849_,5.74
_08939_,5.74
_08942_,5.74
_08945_,5.74
_08958_,5.74
_09413_,5.74
_09420_,5.74
_09440_,5.74
_09758_,5.74
_09890_,5.74
_09900_,5.74
_09906_,5.74
_09926_,5.74
_09929_,5.74
_10415_,5.74
_11344_,5.74
_11372_,5.74
_11815_,5.74
_11830_,5.74
_12175_,5.74
_12310_,5.74
_12343_,5.74
_12748_,5.74
